Ticker number,Ticker,Week's Performance,Highest Price,Lowest Price,Best Day,Worst Day,Week's Volume
5007,NPV,-1.004%,$14.03,$13.45,2.147%,-1.363%,11451124132223
4835,NBTB,-1.006%,$37.88,$36.19,1.001%,-2.880%,19912188244924312414
6235,SCM,-1.006%,$14.10,$13.77,0.937%,-0.860%,507852675833533
1871,CULL,-1.007%,$11.92,$11.79,0.000%,-0.085%,35295165
3511,HWCPZ,-1.011%,$26.35,$25.90,0.307%,-1.124%,1181948879119
1096,BPOP,-1.012%,$86.33,$81.72,2.177%,-1.595%,92591026975681163015934
6376,SIMO,-1.017%,$73.80,$68.10,2.573%,-3.032%,52484247764873264226
5806,QCOM,-1.017%,$161.30,$151.79,2.696%,-4.178%,134575105308133355153772227224
2378,ENVA,-1.019%,$39.97,$37.29,0.653%,-3.170%,35903369462929293319
4382,LZB,-1.022%,$28.50,$26.99,0.655%,-1.739%,49064371478096047819
5348,OXLCZ,-1.026%,$24.94,$24.60,0.342%,-0.283%,104344108
854,BCML,-1.036%,$22.57,$21.82,0.404%,-1.480%,14551150735534486
1105,BPYPP,-1.037%,$22.26,$21.50,0.458%,-1.890%,101163118270206
3806,ISTR,-1.037%,$19.40,$18.85,0.210%,-0.879%,7616393101259
6752,SYNA,-1.038%,$231.47,$210.02,3.346%,-7.182%,10439980510151944314951
4309,LPSN,-1.038%,$26.03,$23.55,4.185%,-4.743%,12235858013391149649905
5914,RDWR,-1.040%,$33.10,$32.04,1.014%,-1.791%,35003689325434733326
2381,ENX,-1.044%,$10.58,$10.17,0.968%,-1.044%,453222279228237
7202,UPC,-1.044%,$1.43,$1.22,5.477%,-2.206%,886570159365
4791,MYI,-1.047%,$12.91,$12.10,0.738%,-1.533%,7558937682137509
3136,GOLF,-1.048%,$42.88,$40.45,2.410%,-2.714%,45543231405168063363
2696,FLIC,-1.048%,$20.40,$19.68,0.697%,-2.220%,8481186106411451123
2287,EGY,-1.051%,$7.19,$5.96,5.105%,-4.776%,148139308870776696739
6702,SURF,-1.053%,$3.06,$2.66,5.654%,-5.686%,34142429347940693562
5283,OR,-1.053%,$13.45,$12.52,2.607%,-1.073%,1872480278150917110207
7188,UNB,-1.053%,$31.25,$30.50,0.540%,-1.504%,3139683496
5255,ONTX,-1.053%,$2.04,$1.83,4.211%,-2.513%,7281314873711590
2867,FURY,-1.057%,$0.73,$0.67,2.985%,-5.212%,420279351293235
2967,GENI,-1.062%,$5.12,$4.42,4.025%,-4.632%,584044309145111407144
3275,HBAN,-1.063%,$15.44,$14.79,1.387%,-2.743%,3866729596351463326839972
7543,WIMI,-1.064%,$3.09,$2.55,4.844%,-7.921%,8184772229481114398793
4969,NMZ,-1.065%,$13.16,$12.77,0.931%,-1.229%,10392058138917971271
5240,ONB,-1.066%,$17.37,$16.57,2.008%,-2.962%,1419716303120011506117761
4500,MEKA,-1.066%,$10.43,$10.14,1.379%,-1.647%,9422130113131
2808,FSBC,-1.067%,$30.50,$29.57,1.034%,-2.368%,573275367625499
2740,FNWD,-1.070%,$47.50,$45.10,1.727%,-0.494%,11885204159162
7491,WAT,-1.070%,$334.64,$320.14,0.208%,-1.696%,8988713875811343813260
1171,BST,-1.071%,$44.77,$43.08,0.752%,-1.676%,16072624243524422491
4054,KRON,-1.074%,$8.08,$7.00,3.543%,-6.409%,29582859341144463291
5392,PATK,-1.075%,$67.09,$60.98,3.593%,-5.542%,47353276535756295036
4678,MQT,-1.076%,$12.08,$11.69,1.529%,-1.088%,195526314289290
1641,CNOB,-1.080%,$32.93,$31.87,1.422%,-2.226%,26061826213724762699
4905,NGD,-1.081%,$1.90,$1.68,6.433%,-4.891%,58533334632659895219
1227,BWMN,-1.081%,$15.82,$15.05,1.900%,-1.757%,530199128519302
4784,MXE,-1.085%,$9.23,$8.57,0.551%,-0.868%,10618381225
1467,CHKP,-1.087%,$142.52,$136.42,1.875%,-1.830%,1346716783210892455714726
5494,PFD,-1.088%,$13.97,$13.32,1.415%,-1.386%,203411299244346
4281,LNG,-1.092%,$149.42,$132.16,2.966%,-3.743%,3842151237428784367929810
1281,CANG,-1.099%,$2.83,$2.56,3.462%,-2.281%,929826805761834
2246,ECVT,-1.101%,$12.05,$11.60,1.270%,-1.501%,53753807451136632438
1344,CCNE,-1.101%,$27.49,$26.45,0.822%,-3.462%,531578300870699
4774,MVF,-1.102%,$8.17,$7.92,0.623%,-1.365%,789650830784493
3508,HVT,-1.102%,$29.38,$27.61,1.466%,-4.168%,31292629346030072730
77,ACIW,-1.103%,$33.59,$32.05,0.849%,-2.624%,677058575248927111571
7191,UNFI,-1.103%,$43.97,$41.20,3.357%,-2.368%,80956912660681286117
5053,NTES,-1.107%,$98.50,$90.16,3.755%,-1.636%,5191828082261132906625413
5047,NSTS,-1.107%,$12.24,$12.01,0.495%,-0.659%,11166427154132
2060,DKDCW,-1.111%,$0.19,$0.18,0.000%,-0.056%,1115181113
5050,NTB,-1.114%,$37.99,$36.20,2.602%,-3.447%,12762020248323331614
4419,MAV,-1.118%,$9.85,$9.60,0.413%,-0.616%,676475312379189
6281,SEER,-1.118%,$15.37,$13.13,10.146%,-6.711%,59463813301237524224
4614,MMU,-1.123%,$11.65,$11.32,0.523%,-1.123%,486443402303510
1484,CHSCN,-1.123%,$26.86,$26.12,0.633%,-1.354%,136293189166233
2940,GCV,-1.125%,$6.45,$6.11,0.641%,-2.226%,24514210680133
4930,NIQ,-1.127%,$13.75,$13.32,0.592%,-1.709%,146592329182103
1834,CTBI,-1.131%,$42.88,$40.88,1.487%,-3.614%,92193675217991524
7562,WLFC,-1.134%,$34.11,$32.25,1.223%,-1.353%,883623357530479
3402,HNGR,-1.138%,$18.91,$17.98,1.548%,-2.668%,11301752108714191561
788,AZZ,-1.140%,$49.76,$48.40,-0.041%,-0.950%,22642525240326702150
2263,EDUC,-1.141%,$8.34,$7.80,1.356%,-2.985%,63162736647
3992,KIND,-1.142%,$6.47,$5.92,2.467%,-2.729%,75206241684687027951
4033,KOPN,-1.145%,$2.80,$2.46,4.906%,-5.128%,57476151668461146475
5426,PCF,-1.146%,$7.85,$7.62,0.129%,-1.034%,339394513707421
7221,USB,-1.147%,$57.92,$54.86,1.475%,-2.664%,4529742731577326229076111
6821,TCN,-1.147%,$16.64,$16.11,0.184%,-1.629%,105848614591459204489
2517,EVR,-1.149%,$119.43,$112.55,1.547%,-3.067%,59807382749870275888
6304,SFST,-1.151%,$53.58,$51.30,0.858%,-1.828%,485271255360541
6445,SLS,-1.153%,$7.37,$6.66,4.076%,-3.262%,548507837605745
4793,MYN,-1.153%,$12.14,$11.78,0.842%,-0.659%,140294407652304
2105,DOCN,-1.155%,$63.17,$55.50,4.752%,-5.345%,1617815060205532345214737
3333,HERAW,-1.156%,$0.51,$0.44,11.111%,-10.747%,895525864
3801,ISPO,-1.156%,$9.67,$7.70,1.544%,-8.092%,5994308831812718935926
7746,ZION,-1.159%,$71.25,$66.26,3.525%,-3.578%,1724635228225662278423981
3175,GREEL,-1.159%,$22.47,$22.05,-0.045%,-1.070%,892838276498
4810,NAK,-1.166%,$0.43,$0.39,4.177%,-2.982%,49025878662263699882
6945,TLYS,-1.166%,$10.05,$9.15,3.351%,-1.895%,48054581510191277938
1441,CGBD,-1.168%,$14.96,$14.27,0.954%,-0.275%,23861554275127511963
2943,GDEN,-1.174%,$58.92,$55.88,0.660%,-3.290%,43064720363044793825
3481,HTLD,-1.174%,$14.79,$14.25,0.624%,-2.321%,26562962352125433256
1775,CRMD,-1.182%,$6.42,$5.43,5.405%,-7.667%,35832551458832566312
3044,GLAD,-1.182%,$11.96,$11.68,1.018%,-1.349%,15831892191915351405
1669,COGT,-1.183%,$7.83,$7.07,3.644%,-2.550%,35901832155719901328
4022,KNSA,-1.183%,$10.37,$9.58,1.816%,-2.610%,41643497272830912598
264,AIMC,-1.188%,$40.81,$38.05,2.613%,-3.504%,54323901423267644037
1908,CWH,-1.190%,$30.76,$28.25,3.471%,-3.567%,1836619308153941910513710
1290,CARS,-1.196%,$15.65,$14.34,1.142%,-1.148%,30024080395854033930
1433,CFSB,-1.196%,$10.26,$9.91,1.100%,-2.647%,919211912032
1579,CLW,-1.199%,$29.37,$27.98,1.577%,-1.739%,10931559244622671230
3990,KIIIW,-1.201%,$0.29,$0.15,25.113%,-17.708%,586219171940
4556,MIDD,-1.201%,$171.35,$162.49,2.141%,-2.326%,1040492191172195788245
1842,CTK,-1.201%,$0.29,$0.24,10.325%,-3.216%,31813306241126101445
1649,CNTA,-1.204%,$9.49,$8.41,0.672%,-3.704%,11521249212719511377
4637,MNTX,-1.205%,$7.96,$7.17,0.268%,-4.035%,97851167439
3202,GSBD,-1.205%,$20.32,$19.50,1.357%,-0.644%,31583687443641243442
5275,OPP,-1.208%,$12.43,$12.20,0.327%,-0.813%,6411023753848630
802,BANC,-1.210%,$20.57,$19.54,1.457%,-3.545%,17442974292240973625
4888,NEWT,-1.216%,$27.29,$26.68,1.266%,-1.434%,15761416166914901481
3787,IRS,-1.217%,$5.20,$4.79,2.028%,-2.225%,185265452212179
1086,BOTJ,-1.217%,$15.25,$14.75,1.239%,-2.371%,42583518
5804,PZN,-1.218%,$8.49,$8.01,1.451%,-3.106%,497758982886751
2207,DYFN,-1.219%,$18.47,$17.94,0.333%,-1.040%,757457328
3664,IMOS,-1.219%,$36.64,$35.65,1.524%,-1.219%,153192195136257
2010,DFIN,-1.220%,$34.91,$32.99,1.529%,-3.572%,25153722352741573997
3601,IFS,-1.223%,$34.77,$33.43,0.644%,-1.141%,345911463309636
1070,BNY,-1.224%,$12.25,$11.96,0.835%,-1.314%,340226259453232
3271,HAS,-1.227%,$87.76,$83.19,1.503%,-1.721%,2056816167246533060824515
1204,BUSE,-1.229%,$26.94,$25.61,1.421%,-2.686%,18551680283119893055
7747,ZIONL,-1.232%,$27.04,$26.24,0.501%,-2.150%,18165102880
6185,SAR,-1.239%,$27.72,$27.06,0.583%,-0.623%,264337427394356
5890,RCKY,-1.243%,$45.38,$43.63,1.695%,-2.889%,79711607731786954
3581,IDCC,-1.244%,$66.17,$63.23,0.920%,-2.919%,21762546233526853061
1818,CSSEN,-1.252%,$25.56,$25.12,0.238%,-1.213%,812110058
2492,EVC,-1.258%,$6.60,$6.27,1.562%,-2.786%,46283782300230122740
1470,CHN,-1.261%,$15.47,$14.62,1.345%,-1.914%,132121107116356
3586,IDRA,-1.264%,$0.55,$0.52,3.180%,-2.823%,201468305412225
5957,RF,-1.264%,$23.61,$22.43,1.736%,-2.286%,4097739975373064211955918
7582,WOR,-1.265%,$54.35,$50.08,2.952%,-2.571%,113697627633275365359
2871,FUV,-1.266%,$7.65,$6.59,3.212%,-3.286%,69454425646467785198
5609,PMCB,-1.266%,$2.46,$2.25,4.405%,-2.857%,550371370489172
5998,RILYZ,-1.267%,$24.46,$23.98,0.499%,-1.227%,14112011911060
4275,LMST,-1.273%,$23.70,$21.40,1.955%,-4.255%,15037011121123
1944,DAKT,-1.276%,$4.02,$3.82,2.046%,-3.008%,18812460229424152542
3660,IMMR,-1.277%,$5.48,$5.21,1.308%,-1.845%,21822019233525023027
3736,INVZW,-1.283%,$1.20,$1.02,0.971%,-9.009%,3226741936
4766,MUI,-1.288%,$13.20,$12.80,0.385%,-1.288%,404587590553403
5929,REKR,-1.290%,$4.83,$4.42,2.174%,-3.145%,45784760415262083553
6784,TASK,-1.291%,$40.80,$36.95,0.582%,-2.894%,875961098076864111397
3658,IMKTA,-1.293%,$94.57,$90.23,0.543%,-2.638%,24032772286730683524
5149,NYMTZ,-1.294%,$23.18,$21.90,1.235%,-3.038%,9017356142120
6189,SATS,-1.295%,$25.34,$24.12,1.555%,-1.295%,44184892467052264757
3517,HWM,-1.300%,$37.44,$35.99,0.354%,-1.005%,2040316130166102322720858
743,AVT,-1.301%,$43.21,$41.50,0.828%,-2.204%,77336115817173568010
7738,ZGN,-1.304%,$10.97,$10.48,1.330%,-0.655%,59664510001406956
7144,UBFO,-1.308%,$8.55,$8.24,0.121%,-2.356%,11223165141103
4907,NGL,-1.310%,$2.35,$2.20,1.754%,-1.304%,31901613250922522117
3651,IMBI,-1.311%,$6.21,$5.78,2.389%,-2.951%,44638822027985
2831,FSTR,-1.313%,$16.08,$15.44,2.069%,-1.812%,234225106148438
5884,RCG,-1.316%,$2.40,$2.10,0.437%,-5.858%,4345336165
5784,PWPPW,-1.316%,$1.98,$1.67,9.444%,0.000%,11621292
7040,TRUE,-1.316%,$4.08,$3.74,2.105%,-5.063%,57985313483368636832
6318,SGIIW,-1.318%,$0.33,$0.30,3.125%,-7.669%,22335613
5411,PBFS,-1.321%,$10.70,$10.30,0.476%,-1.810%,160410212305174
3150,GPACW,-1.325%,$0.52,$0.36,0.025%,-22.915%,40102022205
5572,PKBK,-1.329%,$24.50,$23.71,1.329%,-1.160%,828621517317332
3641,IKT,-1.333%,$1.52,$1.32,2.098%,-4.000%,234112342186264
5281,OPTT,-1.333%,$1.55,$1.43,1.333%,-2.614%,24431632202313641409
3770,IQI,-1.336%,$11.24,$10.90,1.099%,-1.069%,5659431105357318
5420,PBT,-1.339%,$14.69,$12.90,5.506%,-2.500%,19762077202030851023
2382,ENZ,-1.342%,$3.05,$2.91,0.337%,-1.010%,230283114264171
6900,THFF,-1.343%,$45.14,$43.26,1.513%,-2.409%,17791035139919321713
6074,ROLLP,-1.344%,$103.96,$99.05,2.370%,-1.132%,6189674679
1672,COHU,-1.349%,$31.78,$29.69,3.553%,-2.725%,44494214573860313919
4543,MHD,-1.351%,$14.12,$13.53,1.099%,-0.996%,659916784673583
2339,EMP,-1.354%,$25.14,$24.67,0.523%,-1.278%,222714256275199
6569,SPOK,-1.355%,$8.31,$7.96,0.500%,-2.078%,3524266111133826
4068,KTB,-1.358%,$45.66,$42.50,1.301%,-4.777%,45755130431570487459
4860,NDMO,-1.358%,$13.45,$12.68,0.772%,-2.190%,31285377111451299
871,BDC,-1.359%,$58.24,$55.17,1.872%,-1.906%,32833135358050434161
3505,HUT,-1.361%,$6.70,$5.66,3.912%,-5.600%,3707228016443483813523441
7460,VTVT,-1.361%,$0.76,$0.69,1.457%,-2.476%,352334115208176
2965,GENC,-1.364%,$10.42,$10.20,0.488%,-1.117%,1071964012484
6105,RSSS,-1.365%,$2.21,$2.15,1.847%,-2.715%,4644968071
5652,POWL,-1.366%,$21.58,$19.98,1.673%,-4.080%,16861475128718251899
5135,NXN,-1.367%,$12.52,$12.20,0.245%,-1.053%,53997312078
7610,WTBA,-1.369%,$28.34,$27.35,0.468%,-2.424%,395396718772743
6141,RYAM,-1.370%,$6.86,$6.47,1.370%,-2.262%,20582205264630132615
4866,NEA,-1.371%,$13.13,$12.70,0.546%,-1.236%,28193489383927462792
2077,DLY,-1.376%,$16.72,$16.24,0.795%,-1.017%,1670990982990922
7565,WLL,-1.377%,$87.06,$79.01,5.617%,-3.871%,668789551021194609476
954,BIG,-1.378%,$40.45,$36.16,4.210%,-7.923%,9766984687681381314269
3209,GSL,-1.378%,$29.49,$27.20,4.318%,-2.411%,68966518893389395206
2193,DWACU,-1.381%,$84.00,$76.94,2.500%,-0.612%,6513510573
6129,RVT,-1.383%,$17.39,$16.90,0.529%,-1.618%,10801753110620641101
7262,VABK,-1.385%,$35.85,$34.39,1.272%,-2.246%,105379631
2955,GECC,-1.388%,$15.42,$14.57,0.408%,-2.219%,238326472527365
2267,EEX,-1.389%,$3.80,$3.48,2.473%,-5.333%,99612559018721022
6767,TACT,-1.389%,$7.51,$6.65,2.015%,-2.046%,4061327122696
2164,DTF,-1.389%,$13.00,$12.45,0.235%,-0.939%,292232718543
4950,NLY,-1.391%,$7.47,$7.07,0.814%,-1.391%,2793034573316804679347615
6203,SBI,-1.394%,$8.63,$8.46,1.060%,-1.164%,551257995213
2632,FFBW,-1.395%,$12.23,$11.97,0.000%,-1.148%,137124311612
5754,PTMN,-1.397%,$23.78,$23.26,0.043%,-1.227%,557717375470582
2680,FITBP,-1.404%,$25.80,$25.34,0.926%,-0.271%,6684614763
5953,REX,-1.412%,$104.88,$96.88,1.562%,-4.481%,11511329116410051135
4697,MRUS,-1.413%,$27.71,$25.33,3.238%,-4.265%,13661956139511081764
4314,LQDT,-1.414%,$19.79,$18.01,3.947%,-7.026%,31483912257630132842
6968,TNC,-1.414%,$82.06,$78.88,1.872%,-1.561%,1389158298214791053
4448,MCBC,-1.419%,$9.31,$9.02,0.328%,-1.311%,601687737974636
5305,OSG,-1.422%,$2.20,$2.03,0.472%,-2.326%,239426351187947440
4737,MTDR,-1.424%,$57.05,$52.11,3.563%,0.347%,1437124951230902256474808
7037,TRTN,-1.425%,$72.19,$69.23,1.072%,-1.614%,62558102561778497698
2873,FVCB,-1.425%,$21.05,$20.51,0.288%,-0.713%,92612216959081034
1700,CORT,-1.427%,$25.06,$23.67,2.397%,-2.853%,921195075884932611348
1761,CRESW,-1.429%,$0.38,$0.29,11.219%,-11.622%,261294637
7763,ZOM,-1.429%,$0.35,$0.32,3.479%,-2.657%,1164813763135051271711036
625,ASTR,-1.429%,$4.40,$3.87,4.229%,-3.118%,1797719391212531881721629
4216,LHX,-1.433%,$259.00,$240.08,1.365%,-2.627%,1943516473228073922624044
1291,CARV,-1.433%,$7.17,$6.68,0.146%,-1.433%,425974375452323
2526,EWCZ,-1.433%,$33.31,$29.01,4.367%,-6.067%,49365401781858745860
5430,PCK,-1.434%,$7.82,$7.35,1.340%,-2.850%,388544465573451
6747,SYBT,-1.435%,$54.92,$52.75,0.874%,-1.409%,8911219112315491495
376,AMBP,-1.435%,$8.59,$8.22,1.671%,-3.116%,54045806355446464334
4211,LH,-1.436%,$279.40,$266.99,0.979%,-2.653%,1135010419121621458921432
6334,SHBI,-1.437%,$21.05,$20.25,0.868%,-1.766%,14571376118612421323
832,BBQ,-1.440%,$16.15,$14.63,3.510%,-3.391%,454472945648369
810,BARK,-1.442%,$4.46,$3.92,4.589%,-5.093%,631964238893109069641
6694,SUMO,-1.444%,$12.15,$11.19,2.218%,-2.766%,10324122248366142699313
865,BCSF,-1.449%,$16.05,$15.50,0.903%,-0.750%,17481775277429041571
1920,CYAN,-1.449%,$3.62,$3.23,4.294%,-2.344%,3178597178137
3484,HTOO,-1.451%,$9.74,$8.57,6.133%,-6.164%,67453615996081068
4026,KNTK,-1.455%,$70.91,$65.37,3.104%,-2.825%,33385177376327802349
4064,KSM,-1.455%,$10.31,$10.00,0.798%,-0.873%,16224365193156
5962,RFMZ,-1.457%,$16.52,$15.78,1.640%,-2.160%,672770653679543
6491,SND,-1.458%,$3.63,$3.07,3.835%,-1.458%,243921341712940939
556,ARLO,-1.459%,$9.19,$8.50,4.368%,-2.444%,73347991721383247460
6598,SRAX,-1.461%,$5.27,$4.66,3.132%,-3.672%,835636556790487
7243,UTHR,-1.464%,$181.48,$173.54,1.606%,-2.149%,635187418937109047697
1724,CPG,-1.467%,$7.87,$7.11,5.221%,-2.635%,1509917448166171902018680
5081,NUW,-1.470%,$15.41,$14.63,0.735%,-1.595%,110574250341286
7295,VEC,-1.473%,$37.54,$35.08,1.976%,-4.459%,7701084102011711486
1413,CEV,-1.473%,$11.57,$11.26,0.260%,-1.821%,104229234265200
737,AVNT,-1.476%,$51.41,$48.30,1.864%,-2.795%,669970346758111177233
1526,CIZN,-1.481%,$18.91,$18.17,0.000%,-3.093%,93206248
2165,DTG,-1.481%,$22.95,$22.11,0.199%,-2.060%,311300197252290
5702,PRPO,-1.481%,$1.42,$1.16,3.846%,-7.407%,1815490419395314
4440,MBWM,-1.491%,$37.40,$35.57,2.218%,-2.807%,938101693912961241
2444,ESGR,-1.494%,$262.45,$255.03,0.174%,-1.676%,15511342166032261770
1162,BSIG,-1.495%,$24.95,$23.47,1.547%,-1.875%,62225840599063235930
7340,VIGL,-1.497%,$8.08,$6.63,14.143%,-9.387%,1008923133811411421
2944,GDL,-1.499%,$8.83,$8.51,0.231%,-0.345%,129125205431
780,AZEK,-1.501%,$27.89,$24.35,4.105%,-3.618%,2169826323213212811820854
654,ATI,-1.502%,$28.38,$25.57,4.082%,-1.670%,1499314672165542633423573
1572,CLSK,-1.503%,$13.91,$12.08,3.956%,-5.196%,1438114243172211380411549
3109,GNFT,-1.503%,$4.57,$3.75,10.283%,-4.827%,6344150657206
1483,CHSCM,-1.505%,$26.61,$25.71,0.448%,-1.517%,94684170160108
2206,DYAI,-1.506%,$3.40,$3.15,3.427%,-1.502%,152191249213461
1565,CLR,-1.507%,$65.32,$59.81,3.922%,-1.181%,1654422043178381846216365
2734,FNLC,-1.507%,$30.60,$29.84,0.869%,-1.250%,276353553366302
407,AMRN,-1.511%,$3.41,$3.21,3.364%,-2.687%,52135714552788176306
2772,FRA,-1.512%,$13.29,$12.88,0.618%,-2.190%,5178616091173517
869,BCX,-1.514%,$11.55,$11.02,2.044%,-0.985%,14282189168629272128
3860,JBL,-1.514%,$62.77,$59.80,1.123%,-1.898%,1241710842135071124711363
3341,HGBL,-1.515%,$1.50,$1.29,2.071%,-3.901%,13021595700388
3579,IDAI,-1.515%,$2.47,$2.10,8.303%,-5.150%,12281113275185
2662,FIBK,-1.516%,$39.45,$36.79,3.588%,-4.781%,8019968012053737516236
3128,GOEV,-1.518%,$6.12,$5.35,5.800%,-6.599%,1669219590144722291214327
3961,KBH,-1.525%,$36.17,$33.12,1.391%,-2.781%,6294836191246682601720191
2191,DVN,-1.528%,$62.88,$57.66,3.348%,-1.046%,75796829488604710744074610
4341,LTRYW,-1.530%,$0.73,$0.57,7.402%,-20.548%,7622171135203
1003,BLCM,-1.531%,$2.19,$1.82,2.660%,-6.965%,228502233174208
1010,BLE,-1.535%,$12.43,$12.00,0.579%,-1.384%,910136810761126939
4706,MSC,-1.538%,$7.48,$6.04,4.615%,-4.076%,372133196156109
4077,KUKE,-1.538%,$4.00,$3.72,3.927%,-2.813%,637688572480477
3201,GSBC,-1.539%,$61.35,$59.32,2.012%,-2.411%,112394782913161215
3491,HUBG,-1.539%,$83.07,$79.42,2.382%,-1.863%,50183732586362753768
6209,SBR,-1.544%,$61.00,$55.52,0.598%,-3.306%,6619969961384646
3394,HMCOW,-1.545%,$0.35,$0.28,16.633%,-15.966%,126191535
906,BFIN,-1.545%,$11.14,$10.80,0.258%,-1.001%,2152197617567
6682,STSA,-1.546%,$4.17,$3.82,3.117%,-3.015%,585364503508704
4953,NMCO,-1.551%,$13.54,$12.95,2.069%,-1.729%,294641587671757
460,AP,-1.553%,$6.50,$6.15,1.264%,-0.621%,215137161185164
3324,HEES,-1.557%,$45.44,$42.98,1.300%,-1.785%,30244369420141283599
3856,JAZZ,-1.557%,$162.75,$155.02,0.437%,-1.995%,945991251088385938328
4070,KTF,-1.558%,$10.35,$10.00,0.397%,-0.974%,546344204226221
7181,ULH,-1.558%,$21.46,$20.80,1.477%,-0.944%,549580352751623
3955,KAMN,-1.558%,$46.16,$43.47,1.468%,-2.874%,28523324337532552183
5615,PML,-1.565%,$11.52,$11.03,0.533%,-1.840%,5961460862949952
4255,LKFN,-1.568%,$77.01,$73.51,1.063%,-2.770%,24863181282841493945
532,ARCT,-1.573%,$29.48,$26.58,5.483%,-4.706%,62096874591788055156
202,AFYA,-1.576%,$15.99,$14.98,4.334%,-3.878%,23331794170419922701
3117,GNT,-1.576%,$5.75,$5.58,0.615%,-1.565%,242287339291284
3383,HLIO,-1.576%,$79.97,$74.26,2.739%,-3.755%,20752191235930622845
4153,LE,-1.577%,$19.42,$16.92,7.528%,-7.366%,34041927210242413778
718,AVAV,-1.581%,$101.42,$90.64,3.474%,-2.598%,710663915452104076086
7170,UHAL,-1.587%,$624.66,$600.80,0.933%,-1.834%,30174770379234243398
5824,QRHC,-1.587%,$6.72,$5.90,3.968%,-3.963%,855414695434747
2673,FINW,-1.588%,$18.65,$17.20,4.759%,-4.336%,953570508529340
2616,FEIM,-1.589%,$8.90,$8.40,-0.025%,-1.143%,24636212829
3471,HTBX,-1.592%,$3.35,$2.95,2.365%,-5.751%,7647741006985490
796,BAK,-1.595%,$19.75,$18.18,0.052%,-1.591%,27143825389425191954
5183,ODFL,-1.596%,$320.58,$305.21,0.644%,-2.064%,1438117950173232436818186
5021,NRIX,-1.597%,$15.19,$13.52,5.816%,-6.159%,39243301291455744361
4410,MARA,-1.598%,$32.74,$28.22,0.965%,-7.641%,79962914401363369013060745
170,AEO,-1.598%,$18.49,$16.98,2.112%,-5.066%,3390235906329623235429763
7333,VIAO,-1.599%,$8.61,$8.00,3.567%,-6.542%,786414915718
6094,RRBI,-1.600%,$55.00,$52.28,1.170%,-2.535%,199281336187310
1902,CW,-1.603%,$157.13,$151.36,0.772%,-1.776%,41965837406263696442
7449,VTGN,-1.613%,$1.29,$1.12,0.855%,-6.349%,57454587441637365195
4837,NBW,-1.619%,$12.47,$11.91,0.827%,-2.566%,55115145292243
493,APRE,-1.622%,$1.92,$1.65,2.825%,-4.520%,938762203810781724
7575,WNC,-1.623%,$15.89,$15.13,1.283%,-3.503%,44796198340835323363
1512,CIM,-1.625%,$12.73,$12.07,1.297%,-1.465%,95779595123431307113179
1367,CDMO,-1.625%,$22.38,$20.69,3.360%,-4.420%,62778042593781217799
999,BKYI,-1.626%,$2.60,$2.15,13.953%,0.402%,349192424350191
347,ALRS,-1.627%,$29.19,$27.52,1.379%,-2.042%,477522661660593
7006,TREC,-1.628%,$8.76,$8.29,0.472%,-1.047%,1603271014438153
385,AMEH,-1.628%,$51.66,$46.55,3.176%,-3.888%,41904189428052244252
3012,GHL,-1.631%,$16.37,$15.40,3.038%,-4.215%,14781287148715361302
3818,ITI,-1.634%,$3.13,$2.92,1.667%,-2.581%,15732129177323322383
3227,GTLB,-1.642%,$59.50,$48.01,7.134%,-6.359%,1992920978212692304914843
5584,PLBC,-1.644%,$39.65,$37.10,1.591%,-1.641%,16211211167119
2901,GAMB,-1.645%,$9.23,$8.51,1.925%,-2.778%,669480555770316
3600,IFRX,-1.646%,$2.61,$2.25,4.367%,-7.143%,1325109614091906871
5624,PNC,-1.650%,$198.98,$189.21,1.456%,-1.940%,2510530528295492891337677
6678,STRR,-1.653%,$1.22,$1.08,7.273%,-3.306%,1089932870753636
5434,PCOR,-1.654%,$62.25,$57.36,2.965%,-3.926%,944370296800110787594
6912,THTX,-1.660%,$2.46,$2.30,2.966%,-2.469%,805562541589537
1584,CMA,-1.663%,$97.52,$91.66,2.862%,-2.684%,2251729392227812245822690
698,AUPH,-1.667%,$12.99,$11.96,1.764%,-1.510%,16483138428646975611404
2218,EAR,-1.667%,$5.84,$5.25,5.926%,-2.632%,53343588476348035150
2721,FMTX,-1.668%,$10.10,$8.91,5.562%,-6.583%,52063133496858882997
6124,RVNC,-1.669%,$20.63,$19.25,2.266%,-3.091%,65248003660970568049
3073,GLRE,-1.674%,$7.28,$7.02,1.538%,-2.083%,20801591142811761122
1328,CCB,-1.678%,$48.40,$46.11,1.253%,-2.527%,75158412351318886
7540,WHR,-1.679%,$191.36,$180.26,0.767%,-3.428%,1923818082211983267724366
6721,SVVC,-1.685%,$3.62,$3.32,1.744%,-3.371%,2261328434548
1169,BSQR,-1.685%,$1.86,$1.72,5.747%,-2.778%,224243492410219
7052,TSCBP,-1.686%,$26.09,$25.56,0.077%,-0.466%,2129714
2841,FTCVW,-1.687%,$1.10,$0.91,6.292%,-4.000%,1622389164218
6171,SAM,-1.687%,$401.15,$377.85,1.161%,-2.889%,48585968470046754464
3707,INMD,-1.688%,$40.44,$36.68,2.506%,-6.460%,1603419465278492095416608
2416,EQOS,-1.688%,$2.68,$2.26,8.861%,-7.519%,25601708202413471055
6435,SLMBP,-1.690%,$60.01,$56.01,3.112%,-2.656%,852860774
913,BFZ,-1.691%,$12.42,$12.12,0.000%,-0.977%,406197266333429
