Ticker number,Ticker,Week's Performance,Highest Price,Lowest Price,Best Day,Worst Day,Week's Volume,Volatility
3002,7071,TTC,1.029,87.92,84.83,1.193,-1.517,1.059694018218822e+20,2.71
3003,2777,FRC,1.028,173.99,162.8,1.144,-1.833,1.2839154151555118e+24,2.977
3004,6214,SBT,1.025,6.99,6.64,2.784,-1.166,6491047583849726.0,3.9499999999999997
3005,5923,REFI,1.023,19.42,17.6,2.727,-3.264,1.1896619761261824e+16,5.991
3006,6734,SWKS,1.022,141.26,132.71,2.526,-2.096,2.932022618342553e+24,4.622
3007,5658,PPBT,1.02,4.09,3.71,1.02,-1.818,1647624600667391.0,2.838
3008,2735,FNV,1.019,161.74,151.02,3.409,-0.881,1.187696991058711e+23,4.29
3009,2491,EVBN,1.015,39.54,37.39,3.263,-0.513,82169169222194.0,3.776
3010,1178,BTB,1.01,0.4,0.35,3.668,-2.593,1.4756442097870848e+16,6.261
3011,112,ADC,1.009,68.06,63.93,2.17,-3.458,7.104810961007994e+20,5.628
3012,5385,PARA,1.007,39.21,36.99,1.907,-2.134,4.589764672741625e+24,4.041
3013,5548,PHT,1.006,8.05,7.85,1.005,-0.878,791868465383378.0,1.883
3014,6514,SNV,1.003,52.22,49.22,3.213,-1.661,9.070136891228512e+23,4.8740000000000006
3015,5232,OMER,1.0,6.43,5.77,4.269,-4.567,3.737396738774865e+19,8.836
3016,7069,TSVT,0.998,18.74,16.8,6.338,-3.634,5.710506246317261e+19,9.972
3017,1487,CHT,0.998,44.78,44.11,0.563,-0.291,1.3161116127722742e+19,0.8539999999999999
3018,3021,GIB,0.997,82.17,79.14,1.01,-0.96,4.339307721872483e+19,1.97
3019,4138,LCAP,0.992,10.26,10.08,0.595,-0.493,8349670275.0,1.088
3020,2554,EZPW,0.992,6.29,6.01,2.295,-2.083,2.7332551287132983e+19,4.378
3021,457,AOS,0.991,67.72,64.9,0.96,-1.296,1.8255151451143416e+24,2.2560000000000002
3022,2724,FN,0.988,107.96,101.88,2.881,-1.492,2.9732863367738745e+19,4.372999999999999
3023,918,BGH,0.987,15.43,14.96,1.993,-1.118,376633488330599.0,3.111
3024,4677,MQ,0.986,12.41,10.58,8.423,-9.076,8.174467384417139e+24,17.499000000000002
3025,4317,LRMR,0.983,4.21,3.75,3.325,-4.293,299381283255249.0,7.618
3026,461,APA,0.98,42.36,38.52,5.35,-1.605,4.855155502665967e+24,6.955
3027,5028,NRUC,0.98,26.25,25.39,1.251,-0.43,18719572133141.0,1.6809999999999998
3028,239,AGX,0.977,41.11,39.67,1.501,-1.007,1.336181718622629e+19,2.508
3029,5725,PSEC,0.976,8.33,8.12,1.593,-0.845,9.076745381917214e+19,2.4379999999999997
3030,2211,DZSI,0.974,13.92,13.15,2.547,-2.531,1072734652631965.0,5.078
3031,7334,VIASP,0.974,25.55,25.11,1.195,-1.195,5638227632.0,2.39
3032,5346,OXLCO,0.973,24.9,24.66,0.771,-0.121,171381421.0,0.892
3033,7533,WHD,0.972,57.52,51.52,4.923,-2.081,6.887858079809311e+19,7.004
3034,200,AFT,0.972,14.62,14.23,0.694,-1.38,232537506296304.0,2.074
3035,2488,EVA,0.971,79.37,74.04,2.681,-4.748,3.6654346467348586e+19,7.429
3036,7180,ULCC,0.969,12.01,10.97,0.533,-0.937,2.0042206481223315e+24,1.4700000000000002
3037,6941,TLK,0.969,32.42,31.6,0.219,-0.28,2.2812459198028042e+19,0.499
3038,46,ACA,0.968,59.82,56.23,1.215,-1.697,4.718400832715481e+19,2.912
3039,1374,CDTX,0.967,1.06,0.79,11.291,-11.756,1.4941803107598762e+17,23.047
3040,3926,JT,0.962,1.14,0.94,5.219,-9.821,191307331285396.0,15.04
3041,1506,CIH,0.962,1.3,0.93,5.769,-0.129,267431137073.0,5.898
3042,5684,PRK,0.961,136.57,129.39,1.775,-3.055,9.201094949110312e+17,4.83
3043,4402,MANH,0.959,144.66,135.28,1.982,-2.62,5.15278426856608e+19,4.602
3044,4357,LVOX,0.958,3.21,2.97,3.63,-1.942,1.8351503535108111e+18,5.572
3046,897,BEPH,0.952,20.14,19.33,1.003,-1.371,252230146131165.0,2.3739999999999997
3047,3460,HSKA,0.951,141.04,129.8,2.215,-1.818,1.644229112482222e+19,4.0329999999999995
3048,294,AKTX,0.948,1.27,1.15,3.957,-5.906,97138199302142.0,9.863
3049,4273,LMNR,0.948,14.0,13.31,2.61,-1.751,1.1731036897139315e+18,4.361
3050,4753,MTSI,0.947,63.53,59.66,2.275,-1.873,5.929782765911057e+20,4.148
3051,5607,PLYM,0.944,27.23,26.26,1.532,-1.037,3.4174596312149783e+19,2.569
3052,3189,GRPN,0.944,20.75,18.59,4.238,-5.452,6.842774082861149e+21,9.690000000000001
3053,4644,MOFG,0.943,33.47,32.75,0.67,-0.755,7.686057471102123e+16,1.425
3054,5742,PTA,0.941,21.45,20.95,0.941,-0.427,831404635816926.0,1.3679999999999999
3055,4882,NETI,0.937,6.72,6.24,2.866,-1.721,3.949333629093495e+19,4.587
3056,1230,BWSN,0.936,26.2,25.58,1.434,-0.271,93934812237.0,1.705
3057,4222,LIDR,0.935,5.75,4.4,14.126,-6.866,4.637448442416508e+19,20.991999999999997
3058,3937,JXN,0.934,46.83,44.25,3.293,-1.013,1.1617146819406106e+23,4.306
3059,7075,TTEC,0.934,86.65,80.54,0.934,-1.76,2.4502599260330844e+19,2.694
3060,1397,CEN,0.933,17.96,16.91,3.042,-4.733,214252569488445.0,7.7749999999999995
3061,4887,NEWR,0.932,70.33,65.18,2.047,-2.583,1.0853775310311927e+21,4.630000000000001
3062,6158,SAFE,0.931,57.66,53.26,2.295,-3.05,2.3662996378556064e+19,5.345
3063,1422,CFFN,0.925,11.3,10.73,2.479,-2.24,5.155540853227156e+19,4.719
3064,21,AAWW,0.925,89.9,86.48,0.902,-0.305,6.930962170738413e+19,1.207
3065,6623,SSB,0.923,85.67,81.52,1.487,-2.898,6.633580867067947e+20,4.385
3066,1848,CTOS,0.922,9.15,8.54,1.728,-2.882,1.9613715344450404e+19,4.61
3067,997,BKTI,0.921,2.65,2.42,5.708,-3.448,1361156511228.0,9.156
3068,5049,NTAP,0.921,88.53,84.27,1.767,-1.77,2.534522314185752e+24,3.537
3069,3670,IMRN,0.92,3.36,3.07,2.174,-0.303,4639773893.0,2.477
3070,5744,PTCT,0.919,38.89,35.75,5.766,-3.813,5.028535360346481e+19,9.579
3071,3879,JG,0.917,1.13,1.06,2.752,-1.835,348369334284312.0,4.587
3072,2593,FCF,0.916,15.82,15.16,1.825,-1.908,4.166435440014131e+19,3.7329999999999997
3073,5157,OB,0.916,11.54,10.57,1.654,-2.822,3.0602255214239334e+19,4.476
3074,4467,MD,0.911,24.37,22.8,4.959,-4.439,4.472917852775424e+19,9.398
3075,67,ACGLN,0.911,21.2,20.41,0.867,-1.161,523683256380593.0,2.028
3076,3184,GROM,0.909,1.33,1.04,14.545,-5.932,1.3312719713222488e+21,20.477
3077,7330,VHNA,0.909,10.02,9.9,0.604,-0.6,19868917.0,1.204
3078,6636,SSTI,0.908,28.9,26.68,2.582,-2.113,1.124762686111217e+17,4.695
3079,1477,CHRA,0.908,5.1,4.7,1.429,-1.623,209258208289144.0,3.052
3080,7150,UCBI,0.908,36.94,34.76,2.705,-2.038,8.649882070021096e+21,4.743
3081,3240,GURE,0.904,4.33,4.15,1.144,-0.002,3636532228.0,1.146
3082,692,AUBN,0.9,37.11,32.95,2.925,-2.605,375551400413697.0,5.529999999999999
3083,7255,UVV,0.891,57.67,55.75,1.984,-1.032,2.012213324862848e+19,3.016
3084,5980,RHI,0.886,122.28,115.37,1.95,-2.148,1.1205976912032124e+23,4.098
3085,45,AC,0.886,42.17,40.65,1.921,-1.181,6830216311469.0,3.1020000000000003
3086,3982,KFFB,0.883,7.55,7.25,2.649,-2.521,50304834.0,5.17
3087,488,APPF,0.881,117.06,108.48,1.97,-1.354,2.9673281235137802e+19,3.324
3088,3335,HESM,0.879,31.88,30.25,1.792,0.669,6.932546348415066e+20,2.4610000000000003
3089,3523,HYB,0.878,8.06,7.85,1.135,-1.258,234563295391302.0,2.393
3090,5228,OMAB,0.878,59.02,56.79,1.031,-1.938,5.1110707261017624e+16,2.969
3091,7348,VIPS,0.876,9.77,8.72,3.614,-2.54,5.193037950481744e+24,6.154
3092,5173,OCFCP,0.876,26.53,25.87,1.459,-0.075,2518232224.0,1.534
3093,1471,CHNG,0.876,22.25,21.55,1.183,-0.726,1.1527908180871067e+22,1.909
3094,3129,GOEVW,0.87,1.25,1.02,3.509,-8.475,157457316245182.0,11.984
3095,7074,TTE,0.869,52.64,50.48,1.607,-1.987,1.7420197511976127e+24,3.5940000000000003
3096,7,AAIC,0.867,3.58,3.46,1.445,-1.966,391199820363512.0,3.411
3097,3489,HTZWW,0.867,16.0,14.91,4.81,-4.058,2.181110183626722e+18,8.867999999999999
3098,5581,PLAN,0.866,65.25,64.63,0.308,-0.015,7.700264125706027e+24,0.323
3099,7430,VRTS,0.861,249.37,237.65,1.502,-1.567,1.5781742162715462e+19,3.069
3100,4744,MTLS,0.859,21.5,18.55,5.18,-6.47,2.7433050351841985e+19,11.649999999999999
3101,2234,EC,0.857,19.1,18.12,2.309,-0.803,9.538883095661237e+20,3.112
3102,7325,VGR,0.856,10.97,10.4,2.365,-1.304,6.033651159047611e+19,3.6690000000000005
3103,899,BERY,0.856,60.97,57.51,3.034,-2.627,1.079212344939213e+22,5.661
3104,2041,DHX,0.855,6.21,5.81,3.077,-4.839,1.8973244202634904e+19,7.916
3105,3081,GLTO,0.851,2.49,2.26,5.106,-5.242,293276260152144.0,10.347999999999999
3106,1712,COWNL,0.848,26.33,25.95,0.673,-0.637,40151527.0,1.31
3107,1840,CTIB,0.847,1.5,1.09,19.492,-9.16,112791731511888.0,28.652
3108,1216,BWAQU,0.846,10.1,10.0,0.5,-0.152,2223877.0,0.652
3109,1232,BWXT,0.844,55.57,53.7,1.627,-0.926,6.9305932686075806e+19,2.553
3110,1973,DCF,0.843,8.43,8.26,0.843,-0.12,16493133102135.0,0.963
3111,7494,WAVD,0.841,6.0,5.04,10.169,-8.889,1.3708726502199813e+18,19.058
3112,5112,NVTA,0.84,9.18,7.67,6.892,-5.797,2.4653271632355935e+24,12.689
3113,1806,CSGS,0.837,64.69,61.45,2.711,-2.733,3.3583912308653474e+19,5.444
3114,4307,LPLA,0.836,190.98,183.34,2.27,-1.737,1.3836107171135713e+24,4.007
3115,5093,NVEE,0.835,135.42,129.38,1.012,-2.128,9.041484142922092e+18,3.14
3116,4023,KNSL,0.831,233.54,226.63,1.64,-1.084,3.840284820533253e+19,2.724
3117,2347,ENDP,0.83,2.6,2.29,4.292,-3.187,9.80692321326214e+22,7.478999999999999
3118,928,BGX,0.829,13.43,13.17,0.526,-0.377,281447301404248.0,0.903
3119,6310,SGC,0.827,18.93,17.41,3.814,-2.679,890605556732694.0,6.493
3120,706,AUTO,0.826,2.5,2.15,12.558,-2.008,232252155289151.0,14.565999999999999
3121,7213,URI,0.825,368.61,352.07,1.017,-1.153,1.5859156531231219e+24,2.17
3122,6371,SII,0.824,51.5,49.25,1.991,-0.631,2.088138416101289e+19,2.622
3123,2380,ENVX,0.822,15.58,13.36,3.68,-2.686,1.1013919391359668e+21,6.366
3124,1095,BPMC,0.821,68.4,63.29,2.417,-2.497,8.03980586867966e+19,4.914
3125,1016,BLFY,0.82,13.63,13.31,0.672,-0.186,408714765913714.0,0.8580000000000001
3126,3277,HBANP,0.817,21.07,20.33,1.072,-1.827,632736603898461.0,2.899
3127,2651,FHB,0.816,29.53,27.82,2.74,-3.104,8.378867367496606e+19,5.844
3128,2576,FBC,0.816,44.13,42.31,0.769,-1.21,4.791605452495361e+19,1.979
3129,5867,RBA,0.815,60.48,58.36,0.891,-0.934,3.95335504663581e+19,1.8250000000000002
3130,3540,HZON,0.813,9.94,9.83,0.407,0.072,642426778726.0,0.479
3131,4190,LGACU,0.812,9.93,9.84,0.303,0.0,1411484612.0,0.303
3132,3382,HLI,0.811,94.26,88.58,1.778,-2.473,6.685808593878204e+19,4.2509999999999994
3133,937,BHF,0.811,55.32,51.25,2.805,-2.592,7.256881310069966e+21,5.397
3134,7171,UHS,0.81,150.14,143.82,1.35,-1.768,1.0025745880031178e+21,3.1180000000000003
3135,5284,ORA,0.81,82.02,77.59,3.015,-2.675,7.56063285681818e+19,5.6899999999999995
3136,4325,LSPD,0.809,32.55,28.0,5.719,-3.814,1.5421178909479138e+23,9.533000000000001
3137,5733,PSPC,0.808,9.76,9.68,0.6,-0.154,26161932.0,0.754
3138,1077,BOE,0.806,11.27,11.04,0.537,-0.806,1.586875432117694e+16,1.343
3139,3760,IPOD,0.806,10.11,9.93,0.903,-0.299,5.0557177828091256e+16,1.202
3140,6424,SLF,0.804,56.9,55.44,0.734,-0.706,8.675824861207654e+19,1.44
3141,320,ALIT,0.802,10.61,9.85,2.639,-3.551,1.4363110841161522e+24,6.1899999999999995
3142,2845,FTF,0.802,7.56,7.4,0.937,-0.802,795571951750601.0,1.739
3143,8,AAIN,0.802,25.44,24.84,0.6,-0.454,2516104.0,1.054
3144,2306,ELAT,0.801,43.5,41.61,1.517,-1.463,14020195119166.0,2.98
3145,499,APTO,0.8,1.3,1.18,2.439,-3.226,1.8741377118530884e+19,5.665
3146,2480,ETTX,0.8,1.91,1.84,1.613,-0.532,222210298172173.0,2.145
3147,3294,HCDIP,0.798,15.32,14.81,1.953,-2.089,177142236150126.0,4.042
3148,3790,IRWD,0.796,12.95,12.33,2.742,-2.123,1.4354146871611716e+24,4.865
3149,5006,NPTN,0.796,15.28,15.01,0.726,-0.132,4.6713273317835416e+19,0.858
3150,3409,HNW,0.794,12.72,12.48,1.356,-0.716,128278249110142.0,2.072
3151,7065,TSP,0.792,13.4,11.47,4.492,-5.105,1.9248222171783128e+24,9.597000000000001
3152,7653,XENT,0.791,28.11,27.8,0.431,0.0,2.6772938263123685e+19,0.431
3153,2833,FSV,0.791,148.31,139.66,2.659,-1.415,1.461156712341548e+18,4.074
3154,6301,SFL,0.79,10.48,9.83,2.388,-0.888,5.147496154307397e+19,3.276
3155,6760,SZC,0.788,44.99,44.02,1.353,-0.694,1011179410544.0,2.0469999999999997
3156,6777,TANNL,0.787,25.9,25.4,0.777,-0.89,4771293024.0,1.667
3157,3676,IMUX,0.785,12.2,11.14,4.188,-2.971,1.3311455278317173e+19,7.159
3158,3749,IOVA,0.785,17.65,16.23,5.914,-4.298,2.704419427157032e+24,10.212
3159,2117,DOW,0.784,64.94,62.82,0.952,-0.341,4.170736287435895e+24,1.293
3160,1879,CVAC,0.783,20.45,18.31,1.358,-4.467,4.115905648457463e+19,5.824999999999999
3161,2423,ERAS,0.783,10.42,8.7,5.269,-5.158,7.174880843015377e+19,10.427
3162,4282,LNN,0.782,157.62,152.08,1.366,-1.006,1.1061467209518002e+19,2.372
3163,4861,NDP,0.781,30.1,28.62,3.154,-1.308,202244387314110.0,4.462
3164,5630,PNNT,0.78,7.88,7.64,0.902,-1.022,1.4071521227416783e+19,1.924
3165,2866,FUND,0.779,9.14,8.95,1.11,-0.33,158130227247136.0,1.4400000000000002
3166,6605,SREV,0.775,1.33,1.29,2.326,-0.763,338378149229333.0,3.089
3167,7711,YOU,0.775,27.59,22.74,6.761,-7.284,1.8433171161035913e+23,14.045
3168,3142,GOOS,0.773,28.53,26.11,1.867,-2.98,9.181772465071446e+20,4.8469999999999995
3169,5457,PDLB,0.773,10.51,10.3,0.386,-0.66,6561105729867884.0,1.046
3170,4929,NIO,0.773,23.86,19.35,3.894,-1.969,4.049994449652993e+29,5.863
3171,1321,CBU,0.773,72.21,69.23,1.182,-1.962,3.2403873311438815e+19,3.144
3172,1936,CZNC,0.772,25.21,24.51,1.252,-0.442,554533317559468.0,1.694
3173,1020,BLKB,0.768,62.23,57.31,2.322,-2.13,6.836824652157518e+19,4.452
3174,2038,DHIL,0.768,194.42,185.93,1.033,-1.311,443411268420361.0,2.344
3175,5992,RILYL,0.766,26.33,25.88,0.423,-0.34,3073191112.0,0.763
3176,6325,SGRP,0.763,1.45,1.3,3.053,-7.586,747413831795.0,10.639
3177,3432,HPK,0.763,23.58,20.73,6.433,-3.589,1.1622615200527462e+19,10.022
3178,2810,FSD,0.759,13.34,13.06,0.379,-0.682,7.3072610791042e+16,1.061
3179,6156,SACC,0.757,25.3,25.06,0.877,-0.119,49342625.0,0.996
3180,895,BEP,0.757,41.33,39.62,2.128,-1.387,2.8742890380649996e+19,3.515
3182,655,ATIF,0.755,4.03,3.66,3.495,-5.75,9861713453.0,9.245000000000001
3184,7415,VRAY,0.754,4.15,3.78,3.299,-2.267,6.982587754261196e+20,5.566
3185,5079,NUVB,0.75,5.48,5.11,1.898,-2.052,4.517415746816369e+19,3.95
3186,3827,ITRN,0.748,23.03,22.04,1.103,-1.017,193286218441507.0,2.12
3187,3355,HIFS,0.747,355.05,346.5,0.603,-0.26,159326140486194.0,0.863
3188,3525,HYI,0.744,13.62,13.26,1.342,-0.149,3591017267263375.0,1.491
3189,6339,SHEL,0.743,55.93,52.72,1.128,-1.208,3.1404278963629143e+24,2.336
3190,2950,GDS,0.74,45.15,37.3,5.746,-5.119,2.902117725198431e+24,10.865
3191,7031,TRP,0.74,58.31,56.3,2.362,-1.107,2.1421178051437222e+24,3.4690000000000003
3192,4773,MVBF,0.739,41.89,40.4,1.886,-1.541,3.2012418848171388e+16,3.4269999999999996
3193,1205,BV,0.737,13.96,13.27,1.535,-1.443,2.3541765224624534e+19,2.9779999999999998
3194,5697,PROV,0.735,16.63,16.22,0.853,-0.544,6163753724.0,1.397
3195,5144,NYCB,0.735,11.18,10.73,0.92,-1.349,2.879228803291183e+24,2.269
3196,5269,OPHC,0.732,4.3,3.97,4.634,-2.952,7878102385135.0,7.586
3197,3687,INDB,0.726,86.32,81.61,2.292,-2.117,3.4424127364337304e+19,4.409
3198,6039,RNA,0.725,19.13,16.69,5.695,-4.733,2.1391809207923065e+19,10.428
3199,4937,NKSH,0.725,36.44,35.88,1.449,-0.714,491659358208.0,2.1630000000000003
3200,7193,UNIT,0.724,14.17,13.76,1.664,-1.556,9.928101651027215e+23,3.2199999999999998
3201,1402,CENTA,0.724,42.7,40.66,2.002,-1.16,3.1182873292130013e+19,3.162
3202,7099,TVTX,0.722,26.27,23.86,5.551,-3.557,4.744625560926984e+19,9.108
3203,414,AMSWA,0.72,21.64,20.36,3.257,-2.281,1.5161885121315742e+19,5.538
3204,1452,CHCO,0.719,80.39,77.11,1.346,-1.481,1.3591216117212502e+19,2.827
3205,3170,GRC,0.718,37.26,35.95,1.202,-1.366,1.3481323143710702e+19,2.568
3206,2578,FBIO,0.714,1.53,1.33,2.899,-4.965,2.6064580454342025e+19,7.864
3207,1325,CCAIU,0.714,9.91,9.8,0.959,0.0,7154514.0,0.959
3208,5975,RGT,0.711,11.44,11.01,0.714,-0.716,111764911494.0,1.43
3209,2472,ETJ,0.71,9.95,9.74,0.202,-0.507,7211395910916870.0,0.7090000000000001
3210,1029,BLSA,0.71,10.02,9.85,0.506,-0.099,91610104.0,0.605
3211,1706,COUP,0.707,111.1,95.31,4.244,-4.749,3.152335643233654e+24,8.992999999999999
3212,495,APSG,0.706,9.99,9.91,0.404,0.0,4.253833612790287e+16,0.404
3213,3449,HROWL,0.706,26.25,25.9,0.246,-0.576,5618311863.0,0.822
3214,1613,CMSD,0.706,25.82,25.11,0.554,-1.217,348742423240213.0,1.7710000000000001
3215,7573,WMS,0.706,129.69,118.69,3.228,-1.398,8.381813458998318e+19,4.626
3216,5048,NSYS,0.705,10.47,9.5,0.911,-6.399,1351225115330.0,7.3100000000000005
3217,5501,PFH,0.703,23.0,22.51,0.353,-0.44,338569301776509.0,0.7929999999999999
3218,4506,MESO,0.703,4.46,4.12,3.981,-1.373,709484869747406.0,5.354
3219,7454,VTNR,0.702,9.89,8.27,5.614,-5.799,1.7308212091893428e+24,11.413
3220,1066,BNS,0.701,74.22,71.95,1.137,-0.691,2.1693155261503115e+24,1.8279999999999998
3222,2412,EQH,0.699,32.44,31.19,1.103,-1.187,1.9838238892571824e+24,2.29
3223,1915,CXE,0.698,4.37,4.25,0.466,-0.464,433769546328292.0,0.93
3224,4919,NHTC,0.694,7.49,7.16,1.25,-2.027,194212212393163.0,3.277
3225,3913,JPI,0.691,21.89,21.48,0.784,-0.967,452266743542765.0,1.751
3226,6313,SGH,0.691,27.25,25.41,1.842,-1.943,8.110615564017122e+19,3.785
3227,4910,NGS,0.69,12.91,11.59,4.967,-6.053,159568544266184.0,11.02
3228,6160,SAFT,0.69,91.81,88.5,1.611,-1.505,1.1081292126121601e+19,3.1159999999999997
3229,3220,GTBP,0.687,3.15,2.75,5.19,-4.56,1.1169771098118989e+17,9.75
3230,4321,LSEA,0.687,9.21,8.56,2.059,-1.547,1.0401402911142515e+18,3.606
3231,2156,DSU,0.687,10.33,10.05,0.496,-0.785,1175624672855583.0,1.2810000000000001
3232,5888,RCII,0.684,27.13,24.72,3.056,-2.677,1.1936995511347109e+23,5.7330000000000005
3234,1342,CCMP,0.683,190.35,185.68,0.796,-1.239,6.1054738447359975e+19,2.035
3235,3878,JFU,0.683,0.97,0.83,2.389,-3.793,614617207198182.0,6.182
3236,1151,BRY,0.678,11.22,10.19,5.164,-2.7,3.75945166384721e+19,7.864
3237,43,ABUS,0.676,3.13,2.8,3.082,-3.667,6.053701880639784e+19,6.749
3238,5013,NRC,0.674,39.93,38.02,2.159,-1.245,885803656870645.0,3.404
3239,7402,VOLT,0.672,5.99,5.95,0.336,0.0,467768996814854.0,0.336
3240,3604,IGACU,0.67,10.02,9.9,1.01,0.1,16399223.0,1.11
3241,5276,OPRA,0.669,6.34,5.59,2.801,-2.746,1.0711541827113794e+17,5.547000000000001
3242,2031,DHCNI,0.666,18.4,18.03,1.109,-1.045,2312677394187.0,2.154
3243,2321,ELY,0.664,25.41,23.1,4.113,-2.922,1.5827924212629173e+23,7.035
3244,6128,RVSB,0.662,7.66,7.55,0.265,-0.783,204137289262214.0,1.048
3245,2546,EXTR,0.66,12.71,11.98,2.558,-3.328,8.509102867442911e+20,5.885999999999999
3246,4991,NOV,0.66,20.09,18.59,4.519,-1.135,2.8440309332998526e+24,5.654
3247,4031,KOF,0.658,55.29,52.69,1.42,-1.852,1.932166417802332e+19,3.2720000000000002
3248,2767,FPF,0.657,21.92,21.15,2.198,-1.243,5425636698101384.0,3.441
3249,6250,SCRMU,0.656,10.0,9.89,0.506,0.0,18630181127.0,0.506
3250,285,AKA,0.655,4.86,4.25,5.817,-6.582,4.36223922375301e+19,12.399000000000001
3251,7020,TRMK,0.654,31.84,30.18,1.671,-2.441,3.76640593835399e+19,4.112
3252,1196,BTWNU,0.653,10.05,9.95,0.503,0.0,2727163.0,0.503
3253,6570,SPOT,0.651,159.34,142.72,2.653,-3.796,3.804722814220683e+24,6.449
3254,4701,MSA,0.65,138.13,131.99,1.862,-1.308,2.150275128293418e+19,3.17
3255,4285,LNTH,0.648,58.15,48.2,5.812,-8.3,3.9117222851773224e+24,14.112000000000002
3256,3838,IVH,0.647,12.48,12.21,1.053,-0.807,532518364417240.0,1.8599999999999999
3257,2603,FCT,0.645,12.64,12.19,1.21,-2.542,700688473425662.0,3.752
3258,6274,SEATW,0.641,3.3,2.86,3.175,-4.848,42147413056.0,8.023
3259,6489,SNCRL,0.641,22.18,21.25,3.645,-1.465,3052203326.0,5.11
3260,1529,CKX,0.64,11.25,10.76,1.289,-2.133,82938211670.0,3.4219999999999997
3261,2377,ENV,0.639,76.9,72.38,1.782,-2.77,7.1176198814673854e+19,4.552
3262,3479,HTIA,0.637,25.55,25.0,1.288,-0.941,1666302945.0,2.229
3263,5969,RGLD,0.636,142.67,135.25,3.07,-0.862,1.3883110791138816e+24,3.932
3264,6411,SLAB,0.636,158.22,147.46,1.663,-2.584,1.0243743269898261e+20,4.247
3265,6778,TANNZ,0.635,25.9,25.33,-0.039,-0.349,43693926.0,0.38799999999999996
3266,1982,DCP,0.634,34.76,32.45,2.219,-2.544,4.05461854910458e+19,4.763
3267,5246,ONCY,0.633,1.66,1.55,3.797,-1.875,529624354492284.0,5.672000000000001
3268,2217,EAI,0.631,25.1,24.7,0.93,-0.402,20988070117107.0,1.332
3269,3059,GLHAW,0.629,0.35,0.28,1.5,-5.66,3921105258.0,7.16
3270,7216,USAC,0.624,18.49,17.14,2.77,-1.934,1.369308938972511e+19,4.704
3271,7602,WSBF,0.624,19.88,19.05,1.489,-1.826,1.6921144208323303e+19,3.3150000000000004
3272,3524,HYFM,0.622,17.45,15.01,6.325,-4.668,7.556771470018344e+19,10.993
3273,7490,WASH,0.621,55.08,52.55,2.104,-2.409,9.289991330136716e+17,4.513
3274,3595,IEX,0.618,198.78,192.78,1.095,-1.179,7.661956577539701e+20,2.274
3275,4939,NKTX,0.617,12.15,10.7,6.055,-4.195,2.1823077209224073e+19,10.25
3276,5044,NSTC,0.617,9.79,9.73,0.308,0.0,46384915.0,0.308
3277,4290,LOCO,0.615,11.88,11.21,1.757,-2.137,1.84517691956267e+19,3.894
3278,7322,VGI,0.615,9.84,9.6,1.349,-0.922,223311250332232.0,2.271
3279,1242,BYFC,0.613,1.69,1.58,1.887,-2.395,233743204251320.0,4.282
3280,5699,PRPC,0.613,9.87,9.79,0.306,0.0,9811273085.0,0.306
3281,3236,GTXAP,0.611,8.4,8.1,1.942,-1.553,16997631436.0,3.495
3282,1577,CLVS,0.61,1.79,1.51,9.615,-4.938,8.495880310199151e+22,14.553
3283,4965,NMS,0.609,14.88,14.47,0.95,-0.998,1810406421.0,1.948
3284,6679,STRRP,0.609,10.15,9.76,0.101,-2.375,11712810.0,2.476
3285,6017,RLTY,0.608,20.1,19.75,0.506,-0.202,2341759829216.0,0.708
3286,4251,LJAQU,0.601,10.05,9.96,0.324,0.0,9131157.0,0.324
3287,1819,CSSEP,0.6,25.24,24.5,1.289,-0.6,8586709269.0,1.8889999999999998
3288,7054,TSE,0.6,50.89,47.47,1.646,-3.068,5.770581968598125e+19,4.714
3289,5059,NTNX,0.599,27.52,25.74,1.384,-1.919,1.547014287125722e+24,3.303
3290,5041,NSS,0.598,25.3,24.93,0.961,-0.438,124210140143115.0,1.399
3291,6278,SEE,0.597,70.72,66.83,2.836,-2.401,1.1063127771019016e+24,5.237
3292,334,ALNY,0.597,169.87,158.85,1.901,-1.296,1.0903857987871206e+21,3.197
3293,3761,IPOF,0.596,10.23,10.05,0.694,0.0,5.7603691396484964e+19,0.694
3294,1926,CYD,0.595,12.09,11.57,1.276,-1.406,274262200138193.0,2.682
3295,7644,XAIR,0.594,7.21,6.37,2.059,-2.026,1.144151716571353e+19,4.085
3296,4870,NEM,0.591,80.22,75.13,3.669,-1.585,8.144746231638858e+24,5.254
3297,2050,DIOD,0.591,95.5,89.22,2.9,-3.921,3.737380444195733e+19,6.821
3298,5317,OSW,0.59,10.73,9.94,1.278,-2.479,1.5963176232739723e+19,3.757
3299,5990,RILYG,0.589,24.03,23.5,0.886,-0.505,1891418315255.0,1.391
3300,1,AA,0.589,98.09,84.13,4.127,-4.098,7.923467250557649e+24,8.225
3301,306,ALCO,0.587,36.48,34.78,1.912,-2.795,1.6416721070925552e+16,4.707
3302,68,ACGLO,0.584,24.38,23.71,0.879,-0.793,373352142253150.0,1.6720000000000002
3303,2715,FMC,0.583,136.63,128.14,2.147,-2.463,1.6127169931676032e+24,4.609999999999999
3304,7019,TRMD,0.579,8.78,8.03,1.639,-2.191,9.23174091313628e+16,3.83
3305,6224,SCCO,0.576,77.81,74.92,1.044,-0.961,1.5947984211497127e+23,2.005
3306,6205,SBLK,0.574,31.37,26.74,1.695,-0.8,1.523511569228203e+24,2.495
